"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people.","Individuals.using.the.Internet....of.population.","Access.to.electricity....of.population.","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed.broadband.subscriptions..per.100.people.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications..computer..etc.....of.service.imports..BoP.","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini.index","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population."
"Slovenia",2009,5.59,-0.69,50567734886,49729127534,98.59,2100000,102.68,64,100,100,3.02,2.61,686974773.6,46.03,52.43,1.33,9,100,449000,22.06,30.01,42.57,39849412344,44.05,0,41818719150,40.88,-7.26,35.32,24.8,0,0,34.67,79.55,87.97,1,95.6,1.771e+09,,,95.74,2.19,62.88,65.68
"Slovenia",2010,5.32,0.66,48208240226,47569634554,98.94,2120000,103.14,70,100,100,2.03,3.19,-119592949.3,45.84,52.66,0.86,9,100,471000,23.01,28.35,43.73,37901850916,44.83,0,41486366783,39.93,-1.82,34.08,24.9,0,0,34.66,79.49,90.25,1,95.43,1.642e+09,684,333.89,97.59,2.34,67.54,72.21
"Slovenia",2011,5.16,1.7,51583869785,50883600761,98.78,2170000,104.99,67.34,100,100,1.57,2.65,-889966723.1,45.94,52.88,0.63,9,100,494000,24.13,29.04,45.41,40461299931,46.45,0,41457432906,37.42,-0.49,31.54,24.9,0,0,30.97,79.51,87.19,1,96.02,1.727e+09,1025,499.31,97.33,2.16,63.51,71.13
"Slovenia",2012,4.81,0.07,46577793184,45851550970,96.6,2240000,108.3,68.35,100,100,-0.72,2.17,-599751609.3,46.13,53.11,0.63,9,100,509000,24.81,31.01,49.71,35958281524,50.49,0,39982509711,34.37,-5.16,27.3,25.6,0,0,29.89,77.83,89.02,1,96.87,1.508e+09,1990,967.35,97.19,2.23,66.17,70.47
"Slovenia",2013,4.76,0.21,48415657265,47767746833,95.32,2280000,110.19,72.68,100,100,0.79,2.42,-71937722.43,45.78,53.33,0.56,9,100,525000,25.51,32.47,49.49,37458819963,50.13,0,39855287416,33.83,-0.43,26.53,26.2,0,0,29.56,76.54,87.86,1.01,97.15,1.559e+09,2504,1215.56,97.28,2.35,71.36,73.96
"Slovenia",2014,4.97,2.04,49997186439,49538339539,93.25,2330000,112.12,71.59,100,100,3.77,2.28,-806715006.3,45.97,53.56,0.52,9,100,556000,27,33.18,48.83,39072328486,49.44,0,41430992104,33.6,4.46,26.81,25.7,0,0,31.53,77.02,84.38,1.01,97.59,1.646e+09,3213,1558.21,97.5,2.27,71.83,71.35
"Slovenia",2015,4.68,4.01,43107506024,41777966742,92,2350000,113.12,73.1,100,100,2.6,2.49,-1404352738,45.9,53.78,0.49,9,100,569000,27.62,33.29,48.56,32810818836,49.27,0,41777966742,35.35,0.32,29.59,25.4,0,0,29.18,77.06,82.2,1.01,98.11,1.37e+09,4517,2188.97,98.25,2.39,70.85,75.29
"Slovenia",2016,4.29,3.23,44766722791,43632048586,91.46,2390000,114.15,75.5,100,100,3.53,2.7,-968692741.6,46.44,54.02,0.52,9,100,589000,28.59,34.6,47.8,34571099506,48.61,0,43541187985,33.75,5.07,28.61,24.8,0,0,26.48,78.12,79.47,1.02,97.62,1483800049,11628,5630.88,96.56,2.5,74.09,76.86
"Slovenia",2017,4.18,2.46,48589100043,47713353120,91.02,2440000,116.43,78.89,100,100,7.29,2.62,-565155753.7,46.41,54.27,0.53,9,100,602000,29.18,34.47,47.55,38218334453,48.27,0,45811599746,39.13,6.3,34.73,24.2,0,0,27.86,79.9,79.27,1.01,97.77,1641099976,40489,19594.09,97.47,1.98,78.32,79.43
"Slovenia",2018,4.17,2.84,54177882426,53372127792,91.56,2470000,117.09,79.75,100,100,8.77,2.53,-1089237503,45.94,54.54,0.86,9,100,613000,29.61,34.52,48.1,43089724467,48.94,0,47996005397,38.56,5.22,35.16,24.6,0,0,27.54,80.06,77.3,1.01,97.89,1864300049,68476,33018.08,97.8,1.39,77.57,81.86
"Slovenia",2019,4.46,3.96,54386654314,53555776974,91.41,2510000,118.89,83.11,100,100,8.47,2.93,-856937641.8,45.97,54.82,1.21,9,100,628000,30.14,35.78,48.71,43437488661,49.43,0,49779202310,36.22,3.47,33.27,24.4,0,0,25.19,80.46,76.47,1.01,98.17,1771699951,88819,42529.99,97.25,1.26,81.96,84.21
"Spain",2008,13.37,4.54,1.63e+12,1.59e+12,104.74,49600000,107.96,59.6,100,100,5.86,5.69,1691416117,43.01,77.98,1.9,10,100,9140000,19.76,48.65,74.8,1.36e+12,,14.9,1.22e+12,47.72,-1.77,36.05,34.2,0.5,0.3,48.26,82.42,69.4,1.03,65.62,,,,99.23,0.34,55.98,63.19
"Spain",2009,11.98,0.64,1.49e+12,1.46e+12,100.87,51100000,110.1,62.4,100,100,4.66,5.61,6148530894,43.87,78.21,1.19,10,100,9800000,21.02,47.77,75.11,1.24e+12,,15,1.19e+12,45.1,-2.9,28.08,34.9,0.8,0.5,48.47,82.23,71.43,1.02,66.46,,,,98.52,0.27,59.52,65.7
"Spain",2010,10.89,2.57,1.42e+12,1.4e+12,101.02,51400000,110.34,65.8,100,100,3.64,5.5,1231202629,44.44,78.44,0.76,10,100,10700000,22.74,48.8,74.14,1.19e+12,,15.1,1.19e+12,42.75,-0.89,25.02,35.2,0.7,0.5,48.14,82.55,76.38,1.01,67.39,,9644,207.06,99.2,0.3,63.77,69.29
"Spain",2011,9.76,1.81,1.48e+12,1.45e+12,99.72,52600000,112.54,67.09,100,100,2.42,5.16,18152678384,45.01,78.67,0.65,10,100,11200000,23.76,49.19,74.8,1.23e+12,,4.7,1.17e+12,40.9,-2.88,22.01,35.7,1.1,0.8,47.87,81.88,80.72,1,68.8,,12387,265,96.49,1.44,64.39,69.79
"Spain",2012,9.08,1.57,1.32e+12,1.31e+12,97.93,50700000,108.36,69.81,100,100,2.56,5.19,-23366093923,45.55,78.9,0.36,10,100,11500000,24.51,49.6,75.14,1.1e+12,,5,1.14e+12,38.97,-2.64,18.37,35.4,0.9,0.6,47.92,81.85,82.89,1,69.87,,18879,403.63,96.81,2.11,66.81,72.14
"Spain",2013,8.38,3.49,1.36e+12,1.35e+12,96.07,50200000,107.63,71.64,100,100,3.35,5.09,-14263389022,45.88,79.13,-0.04,10,100,12300000,26.15,31.32,48.12,1.13e+12,43.85,5,1.13e+12,37.85,-0.47,16.85,36.2,1.1,0.7,47.1,82.27,85.21,1.01,71.99,,22766,488.33,96.59,2.35,69.47,73.68
"Spain",2014,8.07,2.4,1.37e+12,1.37e+12,96.9,50800000,109.34,76.19,100,100,3.66,5.06,12972045516,46.03,79.37,0,10,100,13000000,27.84,32.62,46.48,1.15e+12,42.11,4.5,1.15e+12,35.89,1.75,16.8,36.1,0.8,0.4,51.47,81.02,88,1.01,73.71,,29090,625.85,96.52,2.63,74.45,77.94
"Spain",2015,7.63,1.93,1.2e+12,1.2e+12,96.96,51100000,109.99,78.69,100,100,5.36,4.97,33299356666,46.15,79.6,0.22,10,100,13500000,29.01,33.29,46.02,1.01e+12,41.97,4.4,1.2e+12,34.72,4.87,17.94,36.2,0.9,0.6,50.94,80.91,88.57,1,74.81,,41316,889.57,96.1,2.86,77.06,80.34
"Spain",2016,7.26,3.59,1.23e+12,1.24e+12,96.01,51500000,110.86,80.56,100,100,6.41,4.96,12384254172,46.37,79.84,0.38,10,100,14100000,30.2,34.14,47.48,1.05e+12,43.16,4.3,1.24e+12,33.1,3.55,18.39,35.8,1.1,0.7,49.58,81.11,89.81,1.01,75.8,,128415,2762.56,94.7,3.02,78.62,82.53
"Spain",2017,6.93,2.4,1.31e+12,1.31e+12,96.4,52500000,112.71,84.6,100,100,6.86,4.97,14575952991,46.36,80.08,0.53,10,100,14700000,31.3,32.55,45.6,1.11e+12,41.61,4.1,1.27e+12,33.36,2.56,20.49,34.7,0.7,0.5,49.04,79.89,91.89,1.02,77.52,,337663,7247.04,96.68,2.98,83.75,85.47
"Spain",2018,6.18,4.12,1.42e+12,1.42e+12,97.28,54200000,115.75,86.11,100,100,7.11,4.97,-20511155392,46.37,80.32,0.74,10,100,15200000,32.23,33.04,46.13,1.21e+12,42.3,4,1.3e+12,33.01,1.86,21.67,34.7,0.8,0.5,48.2,80.12,92.17,1.02,77.72,,528944,11302.76,95.67,2.9,85.6,86.62
"Spain",2019,5.94,1.86,1.39e+12,1.4e+12,97.06,55400000,117.45,90.72,100,100,7.69,4.83,8921032437,46.61,80.57,1.02,10,100,15600000,32.92,34.25,47.46,1.18e+12,43.38,3.9,1.32e+12,33.01,1.22,22.27,34.3,0.8,0.5,47.47,79.41,91.02,1.02,79.84,,834027,17694.49,96.64,2.85,90.74,90.69
"Sweden",2008,5.95,8,5.18e+11,5.36e+11,94.39,10000000,108.5,90,100,100,15.2,3.77,-6671950489,47.43,84.75,0.97,9,100,2900000,31.48,55.93,49.93,4.5e+11,50.1,0.6,4.64e+11,52.84,-1.59,42.16,28.1,0.6,0.4,47.77,84.07,71.16,0.99,85.78,1.4622e+10,,,99.88,1.67,87.75,90.47
"Sweden",2009,6.06,2.05,4.37e+11,4.47e+11,94.6,10400000,112.24,91,100,100,9.45,3.76,17513961647,47.39,84.9,1.04,9,100,2950000,31.67,59.39,53.71,3.69e+11,53.91,0.6,4.4e+11,51.02,-7.35,38.25,27.3,0.5,0.3,46.5,83.64,71.01,0.99,86.44,1.2075e+10,,,99.34,2.66,90.45,91.31
"Sweden",2010,6.26,0.13,4.96e+11,5.09e+11,94.89,11000000,117.17,90,100,100,11.95,3.92,21497722411,47.15,85.06,1.03,9,100,3000000,31.98,61.48,50.35,4.24e+11,50.54,0.6,4.67e+11,51.63,5.81,38.84,27.7,0.5,0.4,46.68,83.08,73.08,0.99,87.07,1.3973e+10,11265,1201.2,99,2.82,91.61,92.4
"Sweden",2011,6.25,1.22,5.74e+11,5.86e+11,95.25,11500000,120.99,92.77,100,100,12.23,3.67,16794642421,47.27,85.3,1.04,9,100,3030000,32.04,62.2,50.95,4.88e+11,51.12,0.6,4.77e+11,52.98,1.42,40.9,27.6,0.6,0.4,46.94,82.53,71.92,0.99,87.7,,16174,1711.68,97.79,4.2,92.01,93.51
"Sweden",2012,5.88,0.77,5.52e+11,5.65e+11,95.23,11800000,123.99,93.18,100,100,10.48,3.77,13221654816,47.37,85.62,1.12,9,100,3070000,32.28,62.32,51.27,4.71e+11,51.45,0.6,4.75e+11,52.58,-1.25,40.16,27.6,0.5,0.3,46.76,82.75,68.74,0.99,88.33,,22775,2392.49,99.28,2.32,91.8,94.52
"Sweden",2013,5.77,0.25,5.87e+11,6e+11,95.76,12000000,124.52,94.78,100,100,10.17,3.81,26562451327,47.39,85.94,1.22,9,100,3150000,32.79,62.01,55.93,5e+11,51.73,0.6,4.8e+11,54.5,0.32,41.67,28.8,0.7,0.5,46.42,83.02,65.78,1.1,88.93,,25830,2690.52,99.46,0.93,94.48,95.08
"Sweden",2014,5.37,-1.04,5.82e+11,5.94e+11,96.4,12300000,126.31,92.52,100,100,10.45,3.62,4379038742,47.41,86.25,1.35,9,100,3280000,33.84,62.95,58.14,4.96e+11,55.99,0.6,4.92e+11,55.45,1.61,42.76,28.4,0.5,0.3,47.23,83.28,64.95,1.1,89.47,,30531,3148.79,99.26,1.2,90.7,94.3
"Sweden",2015,4.74,1.94,5.05e+11,5.09e+11,96.19,12600000,128.32,90.61,100,100,10.82,3.58,4491589834,47.55,86.55,1.41,9,100,3500000,35.68,63.8,58.82,4.25e+11,55.96,0.5,5.09e+11,55.14,2.46,43.89,29.2,0.6,0.3,47.31,83.39,66.43,1.09,90.02,,41234,4207.9,99.32,0.81,91.1,90.14
"Sweden",2016,4.56,3,5.16e+11,5.19e+11,96.94,12500000,126.02,89.65,100,100,10.47,3.64,-15487787968,47.47,86.85,1.6,9,100,3680000,37.08,64.64,60.5,4.33e+11,56.83,0.5,5.19e+11,54.84,0.58,44.46,29.6,0.3,0.2,47.12,83.54,68.31,1.07,90.54,,61582,6205.93,99.69,,89,90
"Sweden",2017,4.32,4.49,5.41e+11,5.51e+11,97.47,12500000,124.47,93.01,100,100,11.56,3.61,14313051278,47.45,87.15,1.69,9,100,3850000,38.33,64.03,59.72,4.59e+11,57.21,0.5,5.37e+11,54.7,1.95,44.9,28.8,0.2,0.1,48.2,83.58,70.43,1.04,91.07,,136977,13619.12,100.07,,92,94
"Sweden",2018,4.07,-0.13,5.55e+11,5.67e+11,97.77,12600000,124.25,89.25,100,100,11.39,3.58,14173793379,47.47,87.43,1.49,9,100,3940000,38.74,66.19,59.48,4.71e+11,58.88,0.5,5.45e+11,54.09,0.12,44.66,30,0.7,0.6,49.26,83.57,73.41,1.04,95.78,,189345,18608.45,99.88,,89.7,88.8
"Sweden",2019,3.43,2.97,5.34e+11,5.5e+11,95.82,12900000,125.59,94.49,100,100,12.97,3.62,6038490207,47.39,87.71,1.33,10,100,4040000,39.29,69.79,63.4,4.58e+11,61.79,0.5,5.63e+11,55.02,2.43,43.94,29.3,0.3,0.2,49.83,83.94,75.11,1.05,92.01,,264047,25688.29,98.96,0.7,94.08,94.9
"Switzerland",2008,4.42,0.53,5.67e+11,5.3e+11,90.52,8900000,116.48,79.2,100,100,6.94,4.09,27293189256,46.08,73.56,1.31,11,100,2560000,33.45,36.7,62.15,4.04e+11,62.25,2.4,5.85e+11,67.13,-8.49,62.42,33.8,0.1,0,48.8,83.12,49.69,0.97,,1.4083e+10,,,97.19,,71.81,82.88
"Switzerland",2009,4.28,8.6,5.54e+11,5.62e+11,93.76,9320000,120.53,81.3,100,100,10.88,3.98,-2954454437,46.19,73.58,1.28,11,100,2740000,35.43,42.01,65.24,4.32e+11,65.33,2.3,6.25e+11,67.27,6.48,61.59,32.9,0,0,49.62,83.07,50.3,0.98,95.92,1.3799e+10,,,96.09,,76.63,86.32
"Switzerland",2010,4.08,2.95,5.99e+11,6.3e+11,90.39,9640000,123.29,83.9,100,100,15.74,4.16,56434469499,45.78,73.61,1.08,11,100,2910000,37.23,45.05,66.82,4.94e+11,66.89,2.4,6.73e+11,68.11,8.76,62.51,32.6,0,0,48.15,81,52.8,0.98,95.97,1.4332e+10,11343,1449.6,97.02,,79.38,88.64
"Switzerland",2011,3.63,2.9,7.16e+11,7.2e+11,92.66,10100000,127.45,85.19,100,100,12.56,4.17,22567340471,45.83,73.63,1.14,11,100,3080000,38.9,46.75,68.09,5.59e+11,68.16,2.4,6.56e+11,68.56,-4.55,63.26,31.7,0,0,49.96,81.28,53.14,0.98,96.05,1.7538e+10,19299,2439.08,96.67,,,
"Switzerland",2012,3.54,5.82,6.86e+11,6.98e+11,90.9,10600000,132.08,85.2,100,100,13.97,4.28,14355288727,45.96,73.65,1.09,11,100,3210000,40.16,50.45,68.47,5.48e+11,68.52,2.3,6.73e+11,67.58,2.48,61.95,31.6,0,0,48.88,81.62,54.84,0.98,96.28,1.8884e+10,27881,3486.49,96.84,,80.89,89.75
"Switzerland",2013,3.21,-3.53,7.06e+11,7.18e+11,89.56,11000000,136.6,86.34,100,100,13.11,4.13,37473010545,46.13,73.67,1.18,11,100,3440000,42.49,49.74,68.5,5.62e+11,68.56,2.3,6.78e+11,68.01,-0.72,62.06,32.5,0,0,49.98,81.3,56.18,0.99,96.37,1.9963e+10,31993,3954.96,94.05,0.83,,
"Switzerland",2014,3.06,2.89,7.27e+11,7.26e+11,89.54,11200000,136.18,83.62,100,100,11.16,4.33,-9548642226,46.4,73.7,1.25,11,100,3540000,43.17,51.37,70.3,5.65e+11,70.34,2.3,6.8e+11,67.9,-1.46,62.07,32.5,0,0,51.08,80.69,58.07,,97.02,2.0853e+10,40108,4898,96.48,0.82,79.6,87.79
"Switzerland",2015,2.85,17.11,6.94e+11,7.01e+11,89.48,11200000,135.76,87.48,100,100,12.69,4.71,7382490805,46.48,73.72,1.17,11,100,3700000,44.67,53.25,72.65,5.5e+11,72.7,2.3,7.01e+11,67.52,2.66,61.57,32.3,0,0,51.44,80.57,60.82,0.98,97.09,1.9675e+10,57464,6938.09,96.63,0.13,84.3,90.73
"Switzerland",2016,2.87,24.25,6.88e+11,6.84e+11,89.93,11200000,134.27,89.13,100,100,11.66,4.84,16345609441,46.54,73.74,1.12,11,100,3780000,45.09,54.93,73.54,5.33e+11,73.59,2.3,6.95e+11,68.36,-2.5,62.49,33,0,0,51.14,80.99,61.19,0.98,96.89,1.9941e+10,143994,17196.73,94.9,0.21,86.08,92.25
"Switzerland",2017,2.56,20.6,6.95e+11,6.86e+11,90.92,11100000,131.2,89.69,100,100,9.89,4.79,-88905787009,46.41,73.76,0.96,11,100,3920000,46.33,53.15,73.16,5.33e+11,73.2,2.3,6.92e+11,68.67,-1.56,63.13,32.7,0,0,50.39,81.04,62.46,0.97,96.96,2.1501e+10,278505,32952,95.36,0.14,88.52,90.88
"Switzerland",2018,2.4,-22.11,7.26e+11,6.99e+11,89.47,10800000,126.71,91.8,100,100,9.43,4.74,1.27e+11,46.59,73.8,0.79,11,100,3880000,45.61,54.52,72.67,5.38e+11,72.71,2.3,6.96e+11,67.99,-1.3,62.59,33.1,0,0,51.91,81.36,64.35,0.97,97.09,2.1441e+10,580292,68154.75,94.42,0.23,,
"Switzerland",2019,2.19,1.22,7.21e+11,6.96e+11,90.2,10900000,126.95,93.15,100,100,9.17,4.79,49927156137,46.81,73.85,0.78,11,100,4020000,46.91,53.3,73.53,5.37e+11,73.57,2.3,7.05e+11,66.48,0.73,61.16,34,0,0,51.61,81.69,66.31,0.97,97.19,2.1097e+10,821368,95783.23,93.59,0.15,91.26,95.07
"Thailand",2008,51.16,2.94,2.91e+11,2.81e+11,96.21,61800000,91.84,18.2,94.8,99.5,16.18,2.6,-6221859991,46.08,41.24,3.93,9,91.5,2070000,3.07,21.66,34,2.3e+11,34.33,14.7,,48.99,,,40.3,0.3,0,,,46.45,1.02,,6.707e+09,,,,5.08,18.46,17.86
"Thailand",2009,51.27,2.28,2.82e+11,2.72e+11,89.68,66000000,97.26,20.1,99,99,14.39,2.81,-415179561.5,45.74,42.54,3.82,9,98.9,2620000,3.85,26.43,38.39,2.24e+11,38.77,17.1,,48.83,,45.83,39.6,0.2,0,,,46.2,1.03,,5.744e+09,,,,5.15,20.43,19.79
"Thailand",2010,50.77,4.32,3.41e+11,3.27e+11,93.33,71700000,105.06,22.4,99.7,100,15.56,2.74,-6615343922,45.79,43.86,3.71,9,99.5,3250000,4.74,22.55,35.13,2.7e+11,35.53,7.7,,46.73,,45.55,39.4,0.3,0,71.86,87.76,51.24,1.03,38.65,7.155e+09,753,11.03,,,22.79,21.93
"Thailand",2011,52.02,0.67,3.71e+11,3.62e+11,95.89,77400000,112.71,23.67,99.3,99.7,16.46,2.29,4702082850,46.34,44.7,2.55,9,99,3900000,5.64,18.49,36.19,2.97e+11,36.43,7,,47.95,,46.48,37.5,0.1,0,73.86,87.66,52.14,1.03,,7.534e+09,1022,14.87,,,23.88,23.45
"Thailand",2012,51.55,3.24,3.98e+11,3.79e+11,97.65,85000000,122.93,26.46,99.1,99.4,13.71,2.36,1361534446,46.11,45.45,2.3,9,98.8,4520000,6.51,18.66,32.09,3.08e+11,32.42,6.7,,47.5,,46.07,39.3,0.1,0,73.97,87.75,50.21,1.03,,8.095e+09,2095,30.29,,,26.6,26.32
"Thailand",2013,49.8,3.79,4.2e+11,3.93e+11,96.37,93800000,134.88,28.94,99.4,99.9,11.84,3.26,-3814466006,45.58,46.19,2.24,9,99,5190000,7.43,17.44,34.92,3.17e+11,35.32,6.7,,44.13,,43.59,37.8,0.1,0,71.2,85.69,49.33,1.04,41.42,8.238e+09,2649,38.07,,,29.05,28.82
"Thailand",2014,47.77,1.22,4.07e+11,3.86e+11,93.43,97100000,138.79,34.89,99.5,99.9,11.33,2.97,766299562.5,45.48,46.94,2.16,9,99.2,5440000,7.75,20.2,36.22,3.1e+11,36.66,6.6,,42.94,,41.6,37,0.1,0,70.76,85.69,49.76,1.04,46.18,8.824e+09,3555,50.81,,,34.9,34.87
"Thailand",2015,45.95,2.22,4.01e+11,3.81e+11,90.82,103000000,146.44,39.32,99.6,99.7,11.58,2.85,-3936528344,45.58,47.69,2.06,9,99.5,6230000,8.83,17.48,39.25,3.07e+11,39.69,6.7,3.81e+11,42.06,,40.76,36,0,0,70.34,85.17,,0.95,47.27,9.539e+09,4768,67.83,,,38.93,39.72
"Thailand",2016,42.87,0.84,4.13e+11,3.94e+11,87.98,120000000,169.49,47.51,99.9,99.9,13.66,2.82,9906454565,45.59,48.45,2.01,9,99.9,7220000,10.19,19.2,39.29,3.19e+11,39.73,6.6,,41.58,,40.04,36.9,0,0,70.04,84.23,49.51,1,45.07,1.1267e+10,10103,143.09,,,46.95,48.09
"Thailand",2017,40.01,1.82,4.56e+11,4.36e+11,88.16,122000000,171.41,52.89,99.9,99.9,15.67,2.75,5896855332,45.53,49.2,1.95,9,99.9,8210000,11.53,14.98,35.03,3.54e+11,35.43,6.2,,40.84,,39.06,36.4,0,0,69.48,83.91,47.72,0.99,48.26,1.2676e+10,40023,564.51,98.34,8.62,52.09,53.74
"Thailand",2018,36.05,2.71,5.07e+11,4.82e+11,90.28,125000000,175.88,56.82,99.8,99.9,15.47,2.68,3380091961,45.58,49.95,1.83,9,99.7,9190000,12.87,15.79,37.15,3.9e+11,37.47,3.1,,41.63,,39.97,36.4,0,0,69.89,83.81,46.54,1.02,46.24,1.4406e+10,66225,931.07,99.13,6.63,55.9,57.78
"Thailand",2019,33.63,1.01,5.44e+11,5.24e+11,89.76,130000000,181.77,66.65,99.9,99.9,14.98,2.54,4644836019,45.7,50.69,1.73,9,99.9,10100000,14.13,15.94,38.46,4.24e+11,38.78,3,,40.42,,38.73,34.9,0.1,0,69.29,82.8,45.44,1,49.58,1.4969e+10,97741,1370.69,101.06,7.41,65.57,67.8
"Ukraine",2008,32.96,5.69,1.88e+11,1.78e+11,107.65,55700000,120.56,11,99.8,99.9,3.46,1,-9.903e+09,51.06,68.33,-0.28,11,99.6,1600000,3.46,25,22.44,1.51e+11,24.25,6.8,1.14e+11,,5.25,,26.6,0,0,,,79.73,0.99,,4.585e+09,,,101.22,2.35,9.1,12.25
"Ukraine",2009,32.64,3.92,1.22e+11,1.15e+11,101.62,54900000,119.46,17.9,99.9,99.9,-3.87,1.01,-4.654e+09,50.78,68.5,-0.19,11,99.8,1910000,4.15,27.96,25.37,94270899905,28.17,6.8,96937291062,,-24.01,,25.3,0.1,0,,,82.5,0.99,,3.751e+09,,,100.13,2.59,14.42,16.99
"Ukraine",2010,30.23,4.57,1.41e+11,1.36e+11,102.82,53900000,117.77,23.3,100,100,-0.39,1.03,-5.759e+09,50.48,68.6,-0.26,11,99.9,2960000,6.45,30.7,26.18,1.13e+11,29.22,7.1,1.03e+11,,10.23,,24.8,0,0,,,81.91,0.99,,4.134e+09,567,12.36,100.02,2.63,20.14,24.18
"Ukraine",2011,29.72,4.26,1.69e+11,1.61e+11,105.99,55600000,121.94,28.71,100,100,-1.83,1.07,-7.015e+09,50.17,68.69,-0.22,11,100,3170000,6.96,32.64,27.71,1.35e+11,31.08,5.2,1.07e+11,,8.53,,24.6,0,0,,,84.8,0.98,,4.829e+09,958,20.96,101.31,2.39,,
"Ukraine",2012,29.61,4.48,1.83e+11,1.81e+11,107.86,59300000,130.86,35.27,99.9,99.9,-0.47,1.04,-7.195e+09,49.85,68.78,-0.11,11,99.8,3640000,8.04,35.14,26.96,1.55e+11,29.94,2.2,1.11e+11,,10.03,,24.7,0.1,0,,,83.88,0.99,,5.536e+09,1866,40.93,97.31,2.15,33.36,37.49
"Ukraine",2013,28.34,2.37,1.9e+11,1.88e+11,108.21,62500000,138.44,40.95,100,100,-5.39,1.02,-4.079e+09,49.54,68.88,-0.09,11,100,4000000,8.86,36.16,29.42,1.6e+11,31.97,1.9,1.11e+11,,0.66,,24.6,0,0,,,81.53,0.99,,6.3e+09,2458,54.03,98.62,1.88,38.75,43.53
"Ukraine",2014,28.32,0.63,1.34e+11,1.32e+11,103.51,61200000,144.28,46.24,100,100,-2.48,1.25,-2.99e+08,49.23,68.97,-0.34,11,100,3950000,9.31,44.61,25.82,1.14e+11,29.78,1.8,99792812215,38.42,-2.61,29.53,24,0,0,21.18,73.13,83.78,1,,5.47e+09,3382,74.7,96.21,1.82,44.56,48.18
"Ukraine",2015,28.59,-0.22,91030967789,94833354986,102.61,60700000,142,48.88,100,100,8.68,1.23,2.36e+08,48.92,69.06,-0.1,11,100,4980000,11.64,45.84,23.07,82933027873,29.61,1.1,94833354986,36.29,-4.82,,25.5,0.1,0,20.58,73.54,76.86,,,5.408e+09,6403,141.76,88.58,8.21,46.54,51.6
"Ukraine",2016,26.37,4.42,93355869404,94324077170,106.92,56700000,133.17,53,100,100,6.52,1.16,-3.955e+09,48.63,69.15,-0.15,11,100,5130000,12.03,46.16,21.5,81506683250,28.42,0.9,94273193230,35.07,-0.03,,25,0.1,0,19.87,72.51,77.04,,,6.306e+09,85755,1904.05,86.16,9.78,51.3,54.96
"Ukraine",2017,22.93,3.28,1.12e+11,1.14e+11,107.79,55700000,131.36,58.89,100,100,4.71,1.17,-3.446e+09,48.33,69.25,-0.22,11,100,5240000,12.35,47.29,20.14,99432791111,25.64,0.8,96947983059,34.39,8.52,27.88,26,0,0,,72.15,80.2,,,7.536e+09,177005,3943.9,87.53,10.41,57,61.09
"Ukraine",2018,19.56,3.8,1.31e+11,1.32e+11,108.73,53900000,127.75,62.55,100,100,1.49,1.16,-4.859e+09,48.04,69.35,-0.27,11,100,5410000,12.8,51.33,22.28,1.15e+11,25.98,0.6,99845970838,33.66,3.91,27.62,26.1,0,0,41.79,72.93,81.49,,,8.287e+09,268976,6018.63,83.91,10.7,59.97,65.55
"Ukraine",2019,16.55,3.77,1.54e+11,1.56e+11,108.05,54800000,130.63,70.12,100,100,-0.08,1.17,-5.175e+09,47.77,69.47,-0.31,11,100,6780000,16.16,53.05,21.6,1.36e+11,25.64,0.5,1.03e+11,36.23,4.34,30.64,26.6,0,0,34.34,67.7,84.48,,,8.907e+09,349187,7851.4,89.05,11.18,68.18,72.39
