"Access.to.electricity....of.population.","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications..computer..etc.....of.service.imports..BoP.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini.index","Individuals.using.the.Internet....of.population.","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people."
88.93,81.71,95.04,37.98,25.37,37.2,36.2198132780083,53.3,82041.0339782916,2120.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,21300000,115.4
90.26,85.85,95.35,39.89,27.35,36.58,36.2198132780083,58.5,82041.0339782916,5717.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,21100000,113.3
91.09,85.59,95.68,38.37,28.31,35.07,36.2198132780083,61.2,82041.0339782916,7778.17,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,21100000,111.8
92.2,87.67,95.99,43,31.71,37.89,36.2198132780083,66.2,82041.0339782916,9833.44,5.74672131147541,1.96690573770492,64,68.4,21100000,111
28.1,19.6,64,28.29,17.69,26.4,36.2198132780083,3,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,30000,5.81
21.2,9,71.4,28.34,4.7,25.47,36.2198132780083,4,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,50000,9.47
35.4,27.9,65.4,45.1,6.16,42.65,36.2198132780083,5,1,1.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,115500,21.37
39.1,32.2,66.1,32.5,19.67,31.17,36.2198132780083,6,4,7.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,274872,49.64
42.9,36.5,66.8,37.33,21.41,32.32,37.1,7,7,12.33,26.6,7.3,63.99525,67.5129845422117,302147,53.22
44.7,40.4,60.4,44.43,26.44,41.42,36.2198132780083,8,9,15.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,323105,55.48
50.5,45.5,68.1,37.72,29.43,35.81,36.2198132780083,9,8,13.39,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,376696,63.06
55.1,51.5,67.6,31.43,20.82,28.84,36.2198132780083,10,13,21.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,424712,69.32
58.2,54.9,69.4,32.99,18.85,29.4,36.2198132780083,11,23,36.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,416572,66.32
62.9,60.5,70.7,35.64,17.14,30.95,36.2198132780083,15.1,39,60.59,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,465331,72.3
65.8,63.6,72.9,41.4,13.82,34.96,36.2198132780083,20.9,28,42.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,482029,73.12
69.4,67.6,75,50.75,16.98,45.68,36.2198132780083,28.7,38,56.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,478116,70.83
22.9,12.7,40.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.14,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,627000,5.48
25.5,14.7,43.4,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.16,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,641000,5.46
52.3,43.2,66.3,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,648200,5.39
52,41.7,66.9,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.25,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1800000,14.73
51.8,40.7,67.4,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.38,3,0.24,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2300000,18.49
51.5,39.7,67.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.5,2,0.16,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5180000,40.33
51.4,38.9,68.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.63,4,0.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5500000,41.32
51.2,38.1,68.5,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.76,7,0.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5840000,42.4
51.1,37.3,68.9,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.88,11,0.77,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6650000,46.55
52.1,38.4,69.3,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2,378,25.43,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7120000,47.89
50.7,35.3,69.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,65,4.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7650000,49.66
49.2,77.8707367149758,69.9,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,132,8.26,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8230000,51.48
81.9,75.3,86.1,25.6,14.05,23.51,63,8.43,82041.0339782916,3567.78490926012,18.7,5.4,63.99525,67.5129845422117,4.5e+07,88.99
82.6,76.7,86.3,31.69,14.37,29.75,36.2198132780083,10,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,46400000,90.75
82.8,76.9,86.4,31.67,15.08,30.11,63.4,24,2667,51.5,18,5.5,63.99525,67.5129845422117,50400000,97.27
83.6,78.6,86.5,31.41,17.01,29.93,36.2198132780083,33.97,4281,81.63,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6.4e+07,122.04
85.2,82.6,86.7,32.42,17.09,30.65,36.2198132780083,41,7539,141.86,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,68400000,128.69
85.2,82.4,86.8,35.18,18.42,33.49,36.2198132780083,46.5,9298,172.59,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,76900000,142.68
85.9,84.1,86.9,34.61,18.84,32.98,63,49,12102,221.12,20.5,6.9,63.99525,67.5129845422117,79300000,144.86
85.3,82.1,87,37.01,20.87,35.28,36.2198132780083,51.92,15107,270.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8.8e+07,157.49
83.9,77.9,87.1,41.47,22.52,39.87,36.2198132780083,54,51575,914.09,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,82400000,146.06
84.4,79.1,87.2,39.96,23.38,38.47,36.2198132780083,56.17,537554,9490.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,88500000,156.24
84.7,79.7,87.2,37.77,24.87,36.31,36.2198132780083,62.4,695336,12126.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,92400000,161.19
85,80.4,87.3,39.71,24.48,38.32,36.2198132780083,69.7,840493,14469.54,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9.7e+07,166.94
72.45,63.58,93.09,43.19,67.84,41.53,36.2198132780083,4.43,82041.0339782916,3567.78490926012,30.9,7,63.99525,67.5129845422117,503420161,31.22
73.72,64.34,95.08,46.25,66.83,43.51,36.2198132780083,5.14,82041.0339782916,3567.78490926012,29.5,6.6,63.99525,67.5129845422117,703991350,43.02
75.11,66.76,93.87,42.91,66.51,48.03,36.2198132780083,7.16,82041.0339782916,1.4,25.4,5.4,63.99525,67.5129845422117,956959112,57.63
77.98,70.28,95.02,38.68,64.5,41.65,36.2198132780083,9.21,82041.0339782916,1.92,21.6,4.4,63.99525,67.5129845422117,1133612137,67.28
79.48,71.96,95.75,45.36,65.66,47.26,36.2198132780083,10.09,82041.0339782916,3.74,19.8,4,63.99525,67.5129845422117,1134455172,66.39
81.64,75,95.89,44.21,65.72,48.47,36.2198132780083,11.29,82041.0339782916,5.06,18.9,3.7,63.99525,67.5129845422117,1190248700,68.73
83.85,77.77,96.66,43.14,66.26,46.31,36.2198132780083,12.82,82041.0339782916,6.93,17.8,3.5,63.99525,67.5129845422117,1271478661,72.49
86.79,81.76,97.15,44.58,68.26,48.41,36.2198132780083,14.19,82041.0339782916,9.59,16.6,3.2,63.99525,67.5129845422117,1330900000,74.4
88.92,84.47,97.84,43.95,68.41,51.94,36.2198132780083,16.19,82041.0339782916,35.32,15.7,3.1,63.99525,67.5129845422117,1481300000,81.8
91.68,88.07,98.78,43.65,68.37,51.87,36.2198132780083,18.07,82041.0339782916,116.51,12.6,2.3,63.99525,67.5129845422117,1554200000,84.8
94.62,92.41,98.83,45.05,69.4,53.08,36.2198132780083,20.18,82041.0339782916,169.7,10.1,1.9,63.99525,67.5129845422117,1584800000,85.5
95.32,93.18,99.49,49.87,69.05,51.96,36.2198132780083,27.97,82041.0339782916,309.44,10.6,2.1,63.99525,67.5129845422117,1573600000,83.9
72.45,63.58,93.09,43.19,67.84,41.53,36.2198132780083,4.43,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,503420161,31.22
73.72,64.34,95.08,46.25,66.83,43.51,36.2198132780083,5.14,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,703991350,43.02
75.11,66.76,93.87,42.91,66.51,48.03,36.2198132780083,7.16,82041.0339782916,1.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,956959112,57.63
77.98,70.28,95.02,38.68,64.5,41.65,36.2198132780083,9.21,82041.0339782916,1.92,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1133612137,67.28
79.48,71.96,95.75,45.36,65.66,47.26,36.2198132780083,10.09,82041.0339782916,3.74,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1134455172,66.39
81.64,75,95.89,44.21,65.72,48.47,36.2198132780083,11.29,82041.0339782916,5.06,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1190248700,68.73
83.85,77.77,96.66,43.14,66.26,46.31,36.2198132780083,12.82,82041.0339782916,6.93,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1271478661,72.49
86.79,81.76,97.15,44.58,68.26,48.41,36.2198132780083,14.19,82041.0339782916,9.59,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1330900000,74.4
88.92,84.47,97.84,43.95,68.41,51.94,36.2198132780083,16.19,82041.0339782916,35.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1481300000,81.8
91.68,88.07,98.78,43.65,68.37,51.87,36.2198132780083,18.07,82041.0339782916,116.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1554200000,84.8
94.62,92.41,98.83,45.05,69.4,53.08,36.2198132780083,20.18,82041.0339782916,169.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1584800000,85.5
95.32,93.18,99.49,49.87,69.05,51.96,36.2198132780083,27.97,82041.0339782916,309.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1573600000,83.9
1.3,77.8707367149758,9.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
3,77.8707367149758,16.6,36.4331785714286,30.4169443207127,34.0576347438753,46.3,43.7411033057851,82041.0339782916,3567.78490926012,34.5,14.5,63.99525,67.5129845422117,43065367.1419355,98.302625
1.5,1,4,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1500000,15.44
2.8,1,10.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1800000,17.57
3.3,1.6,11.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2300000,21.49
3.8,2.1,11.3,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2850000,25.69
4.3,2.6,11.6,16.68,31.98,10.17,36.2198132780083,2.6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2880000,25.65
4.8,3.2,11.9,17.42,34.03,14.78,36.2198132780083,3,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2900000,25.9
5.3,3.7,12.1,30.05,34,29.79,44.1,3.5,1,0.09,67.3,32,63.99525,67.5129845422117,2700000,24.4
4.2,2.9,9.6,35.38,75.32,35.38,36.2198132780083,4.1,2,0.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2790000,26.17
6.3,4.8,12.6,64.35,90.04,29.1,36.2198132780083,4.8,15,1.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1920000,18.43
6.8,5.1,13.6,45.6,92.04,8.77,36.2198132780083,6.7,38,3.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2220000,21.27
100,100,100,36.4331785714286,48.65,74.8,34.2,59.6,82041.0339782916,3567.78490926012,0.5,0.3,55.98,63.19,49600000,107.96
100,100,100,36.4331785714286,47.77,75.11,34.9,62.4,82041.0339782916,3567.78490926012,0.8,0.5,59.52,65.7,51100000,110.1
100,100,100,36.4331785714286,48.8,74.14,35.2,65.8,9644,207.06,0.7,0.5,63.77,69.29,51400000,110.34
100,100,100,36.4331785714286,49.19,74.8,35.7,67.09,12387,265,1.1,0.8,64.39,69.79,52600000,112.54
100,100,100,36.4331785714286,49.6,75.14,35.4,69.81,18879,403.63,0.9,0.6,66.81,72.14,50700000,108.36
100,100,100,43.85,31.32,48.12,36.2,71.64,22766,488.33,1.1,0.7,69.47,73.68,50200000,107.63
100,100,100,42.11,32.62,46.48,36.1,76.19,29090,625.85,0.8,0.4,74.45,77.94,50800000,109.34
100,100,100,41.97,33.29,46.02,36.2,78.69,41316,889.57,0.9,0.6,77.06,80.34,51100000,109.99
100,100,100,43.16,34.14,47.48,35.8,80.56,128415,2762.56,1.1,0.7,78.62,82.53,51500000,110.86
100,100,100,41.61,32.55,45.6,34.7,84.6,337663,7247.04,0.7,0.5,83.75,85.47,52500000,112.71
100,100,100,42.3,33.04,46.13,34.7,86.11,528944,11302.76,0.8,0.5,85.6,86.62,54200000,115.75
100,100,100,43.38,34.25,47.46,34.3,90.72,834027,17694.49,0.8,0.5,90.74,90.69,55400000,117.45
82.9,80.3,94.2,14.15,28.9,13.14,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,11100000,54.63
87.1,85.2,95.6,16.4,31.16,15.22,36.1,43.7411033057851,82041.0339782916,3567.78490926012,3.5,0.6,63.99525,67.5129845422117,16300000,79.61
85.3,83,95.6,14.4,25.91,13.34,36.2198132780083,43.7411033057851,72,3.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,17400000,83.99
87.8,85.7,96.8,11.85,24.46,10.98,36.2198132780083,43.7411033057851,106,5.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,18300000,87.82
87,84.7,97.3,12.34,20.17,10.54,38.7,43.7411033057851,189,8.99,2.6,0.4,63.99525,67.5129845422117,19300000,91.99
90.2,88.5,98,14.89,17.46,13.07,36.2198132780083,43.7411033057851,238,11.26,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,20300000,96.14
92.7,91.3,98.8,15.08,15.23,13.3,36.2198132780083,10.5,331,15.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,22100000,104.16
94.3,93.2,99.6,14.79,14.26,13.1,36.2198132780083,15.26,439,20.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,23900000,112.01
97.5,97.2,99,14.25,13.56,12.86,39.3,22.19,1507,70.34,1.3,0.2,63.99525,67.5129845422117,25800000,120.4
97.5,96.9,100,14.13,13.5,12.77,36.2198132780083,25.1,6545,304.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,28200000,131.12
99.6,99.5,100,14.47,13.2,13.05,36.2198132780083,28.3,8937,412.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,30300000,140.32
99.8,99.7,100,15.25,15.52,13.82,37.7,32,7161,328.44,1,0.1,63.99525,67.5129845422117,28400000,130.96
97.3,96.3,99.5,43.97,7.08,42.82,36.2198132780083,49.2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,74500,157.99
97.6,96.7,99.6,44.61,7.58,43.61,36.2198132780083,55.7,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,75500,159.67
99.8,99.9,99.7,48.09,8.18,46.86,36.2198132780083,63,27,569.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,80000,168.77
100,100,100,48.21,8.6,47.35,36.2198132780083,63.2,72,1513.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,77000,161.83
100,100,100,49.69,8.25,47.91,36.2198132780083,64,38,796.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,76000,159.24
100,100,100,49.94,8,49.8,36.2198132780083,64.6,33,690.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,77000,161.2
100,100,100,53.06,7.64,52.89,36.2198132780083,65.4,61,1276.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65000,136.01
100,100,100,49.28,7.75,49.1,36.2198132780083,66.2,38,795.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,73009,152.77
100,100,100,48.71,9.88,48.67,36.2198132780083,67,46,962.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,76583,160.26
100,100,100,46.22,5.45,46.17,36.2198132780083,67.8,162,3390.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,76878,160.88
100,100,100,47.03,4.65,47.01,36.2198132780083,68.6,234,4899.39,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,71594,149.9
100,100,100,45.73,4.81,45.7,36.2198132780083,69.4,289,6057.18,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65224,136.7
92.7,92.1,94.8,42.9,4.43,41.61,36.2198132780083,30,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,175045,103.84
93.5,93.2,94.8,44.04,5.23,42.92,36.2198132780083,31,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,189738,111.82
94.2,94.1,94.8,46.31,2.79,45.49,36.2198132780083,32.5,8,46.8,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,198212,115.96
95.4,95.5,94.9,44.38,3.54,43.34,36.2198132780083,34,9,52.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,216530,125.78
95.3,95.6,94.1,47.57,3.1,46.33,36.2198132780083,45.87,20,115.52,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,216000,124.77
97.2,97.7,94.8,47.52,2.95,46.52,36.2198132780083,49.4,23,132.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,212063,121.89
98.1,98.7,95.1,48.68,3.12,48.59,36.2198132780083,53.2,25,143.02,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,188351,107.75
99,99.7,95.6,52.76,3.93,52.67,43.7,57.3,25,142.35,0.1,0,63.99525,67.5129845422117,187741,106.9
99.8,100,96,50.04,3.62,50.04,36.2198132780083,61.7,33,187.06,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,176648,100.13
99.9,100,96.5,51.36,3.76,51.36,36.2198132780083,66.4,35,197.56,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,176694,99.73
100,100,97,53.61,3.14,53.61,36.2198132780083,69.4,46,258.59,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,184944,103.97
100,100,100,56.41,2.38,56.41,36.2198132780083,72.5,55,307.98,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,147790,82.76
99.7,77.8707367149758,99.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
99.7,77.8707367149758,99.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,1,27.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,2,56.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,2,56.72,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,4,114.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,12,344.72,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,9,260.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,11,324.94,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
90.1,88.8,91.4,34.74,5.75,32.84,36.2198132780083,21,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,130098,117.93
91.4,90.7,92.1,36.8,6.38,32.75,36.2198132780083,31,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,121114,110.26
92.7,92.7,92.8,35.73,5.67,32.47,36.2198132780083,33.7,2,18.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,131791,120.57
94.1,94.7,93.5,30.03,4.63,27.07,36.2198132780083,36.7,6,55.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,131809,121.26
95.4,96.7,94.2,37.04,6.24,34.43,36.2198132780083,40,10,92.52,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,126992,117.49
96.8,98.7,94.9,38.7,6.15,35.55,36.2198132780083,43.5,7,65.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,125378,116.68
98.1,100,95.5,35.07,7.1,33.8,36.2198132780083,47.4,10,93.53,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,115017,107.58
99.4,100,96.2,28.89,5.77,27.62,36.2198132780083,49.4,13,122.09,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,113371,106.47
